MOUSE.ENTREZ.ID	MOUSE.GENE.NAME	HUMAN.ENTREZ.ID	HUMAN.GENE.NAME	FILIOU_2010	DAHlHAUS_2011	COCHEN_2013	BIESEMANN_2014	DISTLER_2014	LIU_2014	CHANG_2015	KOHANSAL_NODEHI_2016	GONZALEZ_LOZANO_2016	ALFIERI_2017	HEO_2018	TAOUFIQ_2020
225326	Pik3c3	5289	PIK3C3	1	0	0	0	1	0	1	1	0	0	1	1
53322	Nucb2	4925	NUCB2	0	0	1	0	1	0	0	0	0	0	1	1
66866	Nhlrc2	374354	NHLRC2	0	0	1	0	0	0	1	1	0	0	0	0
68188	Sympk	8189	SYMPK	0	0	1	0	0	0	0	0	0	0	0	0
73666	Thoc3	84321	THOC3	0	0	0	0	0	0	1	0	0	0	0	0
212999	Tnpo2	30000	TNPO2	0	0	1	0	1	1	1	1	0	0	1	1
108699	Chn1	1123	CHN1	0	0	0	0	1	0	1	1	0	0	0	0
212880	Ddx46	9879	DDX46	0	0	1	0	1	0	0	0	0	0	0	1
114893	Dcun1d1	54165	DCUN1D1	0	0	1	0	0	0	0	1	0	0	0	1
56442	Serinc1	57515	SERINC1	1	0	0	0	1	0	0	1	1	0	0	1
12305	Ddr1	780	DDR1	0	0	1	0	0	0	0	0	0	0	0	0
227960	Gca	25801	GCA	0	0	0	0	0	0	1	1	0	0	0	1
55946	Ap3m1	26985	AP3M1	0	0	1	0	1	0	0	1	0	0	1	1
108737	Oxsr1	9943	OXSR1	1	0	1	0	0	0	1	1	0	0	1	1
16418	Eif6	3692	EIF6	0	0	1	0	1	0	0	1	0	0	0	1
29809	Rabgap1l	9910	RABGAP1L	1	0	0	0	1	0	0	1	0	0	1	0
105513	Chmp7	91782	CHMP7	1	0	0	0	1	0	1	1	0	0	1	1
15211	Hexa	3073	HEXA	1	0	0	0	0	0	0	1	1	0	1	1
110350	Dync2h1	79659	DYNC2H1	0	0	1	0	1	0	0	0	0	0	0	1
218865	Chdh	55349	CHDH	0	0	0	0	0	0	1	1	0	0	0	1
20394	Scg5	6447	SCG5	1	0	0	0	0	0	1	1	0	0	0	1
66659	Acp6	51205	ACP6	1	0	1	0	1	0	0	1	0	0	0	1
94230	Cpsf1	29894	CPSF1	1	0	1	0	0	0	0	0	0	0	0	0
68205	Urm1	81605	URM1	1	0	0	0	0	0	0	1	0	0	0	0
78795	Armc9	80210	ARMC9	0	0	1	0	0	0	0	0	0	0	0	0
22258	Usp4	7375	USP4	1	0	1	0	0	0	0	1	0	0	0	1
80385	Tusc2	11334	TUSC2	0	0	0	0	0	0	1	1	0	0	0	0
246277	Csad	51380	CSAD	1	0	0	0	0	0	0	1	0	0	0	1
105787	Prkaa1	5562	PRKAA1	0	0	0	0	0	0	1	1	0	0	0	1
16430	Stt3a	3703	STT3A	0	0	1	0	1	1	0	1	1	0	1	1
66681	Pgm1	55276	PGM2	1	0	1	0	0	0	0	1	1	0	0	1
276846	Pigs	94005	PIGS	0	0	1	0	1	0	0	1	1	0	0	1
20338	Sel1l	6400	SEL1L	0	0	1	0	1	0	0	1	0	0	1	1
320938	Tnpo3	23534	TNPO3	0	0	1	0	0	0	0	1	0	0	0	1
229524	Msto1	55154	MSTO1	1	0	0	0	0	0	0	1	0	0	0	0
66072	Sdhaf2	54949	SDHAF2	1	0	0	0	0	0	0	1	0	0	0	1
54366	Ctnnal1	8727	CTNNAL1	0	0	1	0	0	0	0	0	0	0	0	1
72157	Pgm2	5236	PGM1	0	0	1	0	1	1	1	1	0	0	1	1
20603	Sms	6611	SMS	1	0	0	0	1	0	1	1	0	0	0	1
71721	Fam13c	220965	FAM13C	1	0	0	0	0	0	0	0	0	0	0	0
140484	Pofut1	23509	POFUT1	0	0	1	0	0	0	0	0	0	0	0	0
12175	Bnip2	663	BNIP2	0	0	0	0	0	0	1	1	0	0	0	0
67824	Nmral1	57407	NMRAL1	0	0	1	0	0	0	0	1	0	0	0	1
71268	Lrrfip2	9209	LRRFIP2	1	0	0	0	0	0	0	0	0	0	1	0
27410	Abca3	21	ABCA3	1	0	0	0	1	0	0	0	0	0	0	0
67959	Puf60	22827	PUF60	1	0	0	0	1	0	0	0	0	0	0	0
218397	Rasa1	5921	RASA1	1	0	1	0	0	0	1	1	0	0	0	1
14450	Gart	2618	GART	1	0	1	0	1	0	1	1	0	0	1	1
16852	Lgals1	3956	LGALS1	0	0	0	0	0	0	1	1	0	0	0	1
19272	Ptprk	5796	PTPRK	0	0	0	0	0	0	1	0	0	0	0	0
100900	Hscb	150274	HSCB	1	0	0	0	0	0	0	1	0	0	1	1
12336	Capns1	826	CAPNS1	1	0	1	0	1	0	1	0	0	0	1	1
69754	Fbxo7	25793	FBXO7	0	0	1	0	0	0	0	1	0	0	0	1
100038882	Isg15	9636	ISG15	0	0	1	0	0	0	0	0	0	0	0	0
100683	Trrap	8295	TRRAP	0	0	1	0	1	0	0	0	0	0	0	0
104184	Blmh	642	BLMH	0	0	1	0	1	1	0	1	0	0	1	1
20810	Srm	6723	SRM	0	0	1	0	0	0	1	1	0	0	1	1
11785	Apbb1	322	APBB1	1	0	0	0	0	0	1	1	1	1	1	1
232201	Arhgap25	9938	ARHGAP25	1	0	0	0	0	0	1	1	0	0	0	1
20930	Surf1	6834	SURF1	1	0	0	0	1	0	0	1	0	0	0	0
320806	Gfm2	84340	GFM2	1	0	0	0	1	0	0	1	0	0	0	1
109054	Pfdn4	5203	PFDN4	1	0	0	0	0	0	0	1	0	0	1	1
12238	Commd3	23412	COMMD3	0	0	1	0	0	0	1	1	0	0	0	1
56209	Gde1	51573	GDE1	0	0	1	0	1	0	0	1	1	0	1	1
14388	Gab1	2549	GAB1	0	0	0	0	0	0	1	0	0	0	0	0
94181	Nans	54187	NANS	1	0	1	0	0	0	1	1	0	0	1	1
116847	Prelp	5549	PRELP	0	0	0	0	0	0	1	0	0	0	0	0
66894	Wwp2	11060	WWP2	1	0	0	0	0	0	0	0	0	0	0	0
116496	Fam129a	116496	FAM129A	0	0	1	0	0	0	0	0	0	0	0	0
209462	Hace1	57531	HACE1	0	0	0	0	0	0	1	1	0	0	0	1
14149	Fdxr	2232	FDXR	1	0	1	0	1	0	1	1	0	0	1	1
20719	Serpinb6a	5269	SERPINB6	1	0	1	0	0	1	1	1	1	0	1	1
74244	Atg7	10533	ATG7	1	0	1	0	1	0	1	1	0	0	1	1
63958	Ube4b	10277	UBE4B	1	1	1	0	1	0	0	1	0	0	0	0
16403	Itga6	3655	ITGA6	1	0	1	0	1	0	0	1	1	0	0	1
381644	Cep135	9662	CEP135	0	1	0	0	1	0	0	0	0	0	0	0
170750	Xpnpep1	7511	XPNPEP1	1	0	1	0	1	1	1	1	1	0	1	1
76577	Faf2	23197	FAF2	0	0	0	0	1	0	1	1	1	0	0	1
229905	Ccbl2	56267	CCBL2	1	0	1	0	0	0	1	1	0	0	1	1
97827	Exd2	55218	EXD2	1	0	0	0	1	0	0	1	0	0	0	1
269643	Ppp2r2c	5522	PPP2R2C	1	0	0	0	1	0	0	1	0	0	0	1
16419	Itgb5	3693	ITGB5	0	0	1	0	0	0	0	0	0	0	0	0
16410	Itgav	3685	ITGAV	0	0	1	0	1	0	1	1	1	0	1	1
73086	Rps6ka5	9252	RPS6KA5	0	0	1	0	0	0	0	0	0	0	0	0
107746	Rapgef1	2889	RAPGEF1	0	0	1	0	0	0	0	1	0	0	0	1
13138	Dag1	1605	DAG1	1	1	1	0	1	0	1	1	1	0	1	1
242384	Lingo2	158038	LINGO2	0	1	0	0	1	0	0	0	1	0	0	1
54338	Slc23a2	9962	SLC23A2	0	0	1	0	1	0	0	1	0	0	0	1
14792	Lpcat3	10162	LPCAT3	0	0	1	0	0	0	0	1	0	0	0	0
228866	Pcif1	63935	PCIF1	0	0	1	0	0	0	0	0	0	0	0	0
71881	Apmap	57136	APMAP	0	0	0	0	1	0	1	1	0	0	1	1
15185	Hdac6	10013	HDAC6	1	0	1	0	1	0	0	0	0	0	0	1
14630	Gclm	2730	GCLM	0	0	1	0	1	0	0	1	0	0	0	1
93762	Smarca5	8467	SMARCA5	0	0	1	0	1	0	0	0	0	0	0	0
66824	Pycard	29108	PYCARD	0	0	1	0	0	0	0	1	0	0	0	0
227699	Nup188	23511	NUP188	0	0	1	0	1	0	0	0	0	0	0	0
225861	Snx32	254122	SNX32	1	0	0	0	1	0	0	0	0	0	0	1
15925	Ide	3416	IDE	1	0	1	0	1	1	0	1	1	0	1	1
237823	Pfas	5198	PFAS	0	0	1	0	0	1	0	1	0	0	0	1
140570	Plxnb2	23654	PLXNB2	1	0	1	0	1	0	1	1	1	0	1	1
225791	Zadh2	284273	ZADH2	0	0	1	0	1	0	1	1	1	0	0	1
22327	Vbp1	7411	VBP1	1	0	0	0	1	0	0	1	0	0	0	1
100037258	Dnajc3	5611	DNAJC3	1	0	0	0	1	0	0	1	0	0	1	0
53323	Ube2k	3093	UBE2K	1	0	1	0	1	0	0	1	1	0	0	1
76559	Atg2b	55102	ATG2B	1	0	0	0	1	0	0	1	0	0	0	1
75695	Rilpl1	353116	RILPL1	1	0	0	0	0	0	0	1	0	0	0	0
230101	Gba2	57704	GBA2	0	0	0	0	0	0	1	1	0	0	0	1
19895	Rpia	22934	RPIA	0	0	1	0	0	0	0	0	0	0	0	0
20516	Slc20a2	6575	SLC20A2	1	0	0	0	0	0	0	1	1	0	0	1
56174	Nagk	55577	NAGK	0	0	0	0	0	0	1	1	0	0	0	0
50995	Uba2	10054	UBA2	1	0	1	0	0	0	0	0	0	0	0	0
320634	Ocrl	4952	OCRL	1	0	0	0	1	0	0	1	0	0	1	1
231713	Naa25	80018	NAA25	0	0	1	0	1	0	0	0	0	0	0	0
13649	Egfr	1956	EGFR	0	0	1	0	1	0	1	1	0	0	0	1
106039	Gga1	26088	GGA1	0	0	1	0	0	0	1	1	0	0	0	1
13176	Dcc	1630	DCC	1	0	0	0	1	0	0	1	0	0	0	0
215008	Vezt	55591	VEZT	1	0	0	0	0	0	0	0	0	0	0	0
13195	Ddc	1644	DDC	1	0	0	0	0	0	0	1	0	0	1	1
70527	Stambp	10617	STAMBP	0	0	0	0	1	0	1	1	0	0	0	1
19221	Ptgfrn	5738	PTGFRN	1	0	1	0	1	0	0	1	1	0	0	1
16993	Lta4h	4048	LTA4H	1	0	1	0	1	0	1	1	0	0	1	1
171210	Acot2	10965	ACOT2	1	0	1	0	1	0	0	1	0	0	1	1
67776	Vwa5a	4013	VWA5A	0	0	1	0	1	0	0	0	0	0	1	0
192196	Luc7l2	51631	LUC7L2	1	0	0	0	0	1	0	0	0	0	0	0
74122	Tmem43	79188	TMEM43	0	0	1	0	0	0	0	0	0	0	0	0
18194	Nsdhl	50814	NSDHL	1	0	1	0	1	0	0	1	1	0	1	0
74355	Smchd1	23347	SMCHD1	0	0	1	0	1	0	0	0	0	0	0	0
59015	Nup160	23279	NUP160	0	0	1	0	0	0	0	0	0	0	0	0
12827	Col4a2	1284	COL4A2	0	0	1	0	0	0	0	0	0	0	0	0
23797	Akt3	10000	AKT3	0	0	1	0	1	0	1	1	0	0	1	1
56376	Pdlim5	10611	PDLIM5	0	0	1	0	0	0	0	1	0	0	0	1
17113	M6pr	4074	M6PR	1	0	1	0	1	0	0	0	1	0	0	1
68961	Phkg2	5261	PHKG2	0	0	1	0	0	0	0	0	0	0	0	0
66073	Txndc12	51060	TXNDC12	0	0	0	0	0	0	1	1	0	0	1	1
53893	Nudt5	11164	NUDT5	0	0	1	0	0	0	0	1	0	0	0	1
12662	Chm	1121	CHM	1	0	0	0	0	0	0	1	0	0	1	1
68734	Smek1	55671	PPP4R3A	0	0	1	0	0	0	0	0	0	0	0	0
264895	Acsf2	80221	ACSF2	1	0	1	0	1	0	1	1	0	0	1	1
66091	Ndufa3	4696	NDUFA3	0	0	0	0	1	0	1	1	1	0	1	0
26912	Gcat	23464	GCAT	1	0	0	0	1	0	0	1	0	0	0	1
71382	Pex1	5189	PEX1	1	0	0	0	1	0	0	1	0	0	0	0
12499	Entpd5	957	ENTPD5	1	0	0	0	0	0	0	0	0	0	0	0
170571	Cntnap4	85445	CNTNAP4	1	0	0	0	1	0	0	1	0	0	1	1
59007	Ngly1	55768	NGLY1	0	0	1	0	0	0	0	1	0	0	0	1
269784	Cntn4	152330	CNTN4	1	0	0	0	1	0	0	1	1	1	1	1
68420	Ankrd13a	88455	ANKRD13A	0	0	1	0	0	0	0	0	0	0	0	0
66387	Nudt8	254552	NUDT8	1	0	0	0	0	0	0	1	0	0	0	1
12490	Cd34	947	CD34	0	1	0	0	0	0	0	1	1	0	1	1
12283	Cab39	51719	CAB39	1	0	1	1	1	1	0	1	1	0	1	1
240028	Lnpep	4012	LNPEP	1	0	1	0	1	0	0	1	1	0	0	1
65102	Nif3l1	60491	NIF3L1	0	0	0	0	0	0	1	1	0	0	0	0
66881	Pcyox1	51449	PCYOX1	1	0	1	0	1	0	1	1	1	0	1	1
12848	Cops2	9318	COPS2	1	0	1	0	1	1	1	1	0	0	1	1
207304	Hectd1	25831	HECTD1	1	0	1	0	1	0	0	1	0	0	0	0
67500	Ccar1	55749	CCAR1	0	0	1	0	0	0	0	0	0	0	0	0
70797	Ankib1	54467	ANKIB1	1	0	0	0	0	0	0	1	0	0	0	1
17117	Amacr	23600	AMACR	1	0	0	0	0	0	0	1	0	0	0	1
66245	Hspbp1	23640	HSPBP1	0	0	1	0	0	0	0	1	0	0	0	1
58184	Rqcd1	9125	RQCD1	0	0	1	0	0	0	0	1	0	0	0	1
51797	Ctps	1503	CTPS1	1	0	1	0	0	0	0	1	0	0	1	1
22135	Tgoln2	10618	TGOLN2	1	0	0	0	0	0	0	0	0	0	0	0
22668	Sf1	7536	SF1	0	0	0	0	1	0	1	0	0	0	0	1
107932	Chd4	1108	CHD4	0	0	1	0	1	1	0	0	0	0	0	0
19352	Rabggtb	5876	RABGGTB	0	0	1	0	0	0	1	1	0	0	0	1
18709	Pik3r2	5296	PIK3R2	1	0	0	0	0	0	0	1	0	0	0	0
226139	Cox15	1355	COX15	0	0	1	0	1	0	0	1	0	0	0	1
192950	Nacad	23148	NACAD	1	0	1	0	0	0	0	0	0	0	0	0
22353	Vip	7432	VIP	1	0	0	0	0	0	0	0	0	0	0	1
268470	Ube2z	65264	UBE2Z	0	0	0	0	0	0	1	1	0	0	0	1
193813	Mcfd2	90411	MCFD2	1	0	0	0	0	0	0	0	0	0	0	0
75605	Kdm5b	10765	KDM5B	1	0	1	0	1	0	0	0	0	0	0	0
67812	Ubxn4	23190	UBXN4	1	0	1	0	1	0	1	1	0	0	0	1
330938	Dixdc1	85458	DIXDC1	1	0	0	0	0	0	0	1	0	0	0	0
52633	Nit2	56954	NIT2	0	0	1	0	1	0	0	1	0	0	1	1
24109	Ubl3	5412	UBL3	1	0	0	0	0	0	0	1	0	0	0	0
76429	Lhpp	64077	LHPP	0	0	1	0	0	0	1	1	0	0	0	1
16451	Jak1	3716	JAK1	1	0	0	0	1	0	0	0	0	0	0	0
56088	Psmg1	8624	PSMG1	0	0	1	0	0	0	0	0	0	0	0	0
239857	Cadm2	253559	CADM2	1	1	1	0	1	1	1	1	1	0	1	1
13202	Ddt	1652	DDT	1	0	0	0	0	0	1	1	0	0	0	1
114664	Hsd17b11	51170	HSD17B11	1	0	1	0	1	0	0	1	1	0	1	0
319625	Galm	130589	GALM	0	0	1	0	0	0	0	1	0	0	0	1
72042	Cotl1	23406	COTL1	0	1	0	0	1	1	0	1	1	0	1	1
320024	Nceh1	57552	NCEH1	1	0	1	0	1	1	1	1	1	0	0	1
18226	Nup62	23636	NUP62	1	0	0	0	0	0	0	0	0	0	0	1
102247	Gpat4	137964	GPAT4	1	0	0	0	0	0	0	0	0	0	0	0
12317	Calr	811	CALR	1	1	1	0	1	1	1	1	1	0	1	1
59026	Huwe1	10075	HUWE1	1	0	0	0	1	1	1	1	0	0	1	1
70047	Trnt1	51095	TRNT1	1	0	1	0	1	0	1	1	0	0	1	1
236733	Usp11	8237	USP11	0	0	0	0	0	0	1	1	0	0	0	0
56207	Uchl5	51377	UCHL5	0	0	0	0	1	0	1	1	0	0	0	1
103850	Nt5m	56953	NT5M	1	0	0	0	1	0	0	1	0	0	0	0
67604	Get4	51608	GET4	1	0	1	0	0	0	0	1	0	0	0	1
13723	Emb	133418	EMB	0	0	1	0	1	0	0	1	0	0	0	1
217030	Synrg	11276	SYNRG	1	0	0	0	0	0	1	1	0	0	1	1
14976	Pfdn6	10471	PFDN6	1	0	0	0	1	0	0	1	1	0	0	1
19707	Reps1	85021	REPS1	1	0	0	0	0	0	0	0	0	0	1	0
67199	Pfdn1	5201	PFDN1	1	0	0	0	0	0	0	1	0	0	0	1
83704	Slc12a9	56996	SLC12A9	1	0	1	0	1	0	0	1	1	0	0	0
56447	Copz1	22818	COPZ1	1	0	0	0	0	0	0	1	0	0	0	1
69080	Gmppa	29926	GMPPA	0	0	1	0	0	0	1	1	0	0	0	1
22200	Uba3	9039	UBA3	1	0	1	0	1	0	0	1	0	0	1	1
75956	Srrm2	23524	SRRM2	0	0	1	0	1	0	0	0	0	0	0	0
268783	Mtmr12	54545	MTMR12	1	0	0	0	0	0	0	1	0	0	0	1
331401	Thoc2	57187	THOC2	0	0	1	0	1	1	0	0	0	0	0	0
230073	Ddx58	23586	DDX58	0	0	1	0	0	0	0	0	0	0	0	0
53333	Tomm40	10452	TOMM40	0	0	1	0	1	0	1	1	1	0	1	1
107569	Nt5c3	51251	NT5C3A	1	0	0	0	0	0	0	1	1	0	1	1
71805	Nup93	9688	NUP93	1	0	0	0	1	0	0	0	0	0	0	0
66317	Wdr61	80349	WDR61	1	0	1	0	0	0	1	1	0	0	0	1
217707	Coq6	51004	COQ6	0	0	0	0	1	0	1	1	0	0	1	1
67345	Herc4	26091	HERC4	1	0	1	0	0	0	0	1	0	0	0	0
72198	Skiv2l2	23517	SKIV2L2	0	0	1	0	1	1	0	0	0	0	0	0
53883	Celsr2	1952	CELSR2	1	0	1	0	1	0	0	1	0	0	0	1
66455	Cnpy4	245812	CNPY4	1	0	0	0	0	0	0	0	0	0	0	0
229541	Dennd4b	9909	DENND4B	1	0	0	0	0	0	0	1	0	0	0	1
20324	Sdpr	8436	SDPR	0	0	0	1	0	0	0	0	0	0	0	0
217262	Abca9	10350	ABCA9	0	0	0	0	1	0	1	0	0	0	0	0
100503043	Armcx4	100131755	ARMCX4	1	0	0	0	0	0	0	0	0	0	0	0
19186	Psme1	5720	PSME1	1	0	1	0	1	0	0	1	0	0	1	1
20661	Sort1	6272	SORT1	0	0	1	0	1	1	1	1	1	0	0	1
231207	Cpeb2	132864	CPEB2	1	0	0	0	1	0	0	1	0	0	0	0
20833	Ssrp1	6749	SSRP1	0	0	1	0	0	0	0	0	0	0	0	0
66147	Necap2	55707	NECAP2	1	0	1	0	0	0	0	1	0	0	0	0
18107	Nmt1	4836	NMT1	0	0	1	0	1	0	0	1	0	0	1	1
54720	Rcan1	1827	RCAN1	1	0	0	0	0	0	1	1	0	0	0	0
74167	Nudt9	53343	NUDT9	0	0	1	0	0	0	1	1	0	0	1	1
68523	Fam96b	51647	FAM96B	1	0	0	0	0	0	0	1	0	0	0	0
66399	Tsfm	10102	TSFM	1	0	0	0	1	0	0	1	0	0	1	1
19270	Ptprg	5793	PTPRG	1	0	0	0	1	0	0	1	0	0	0	1
28018	Ubfd1	56061	UBFD1	0	0	0	0	1	0	1	1	0	0	0	1
14164	Fgf1	2246	FGF1	0	0	0	0	0	0	1	1	0	0	0	0
66753	Erlec1	27248	ERLEC1	0	0	0	0	1	0	1	1	0	0	0	1
545622	Ptpn3	5774	PTPN3	1	0	0	0	0	0	0	0	0	0	0	0
16889	Lipa	3988	LIPA	0	0	1	0	0	0	0	1	0	0	0	0
71474	Ppp6r2	9701	PPP6R2	0	0	0	0	1	0	1	1	0	0	0	1
18582	Pde6d	5147	PDE6D	1	0	0	0	0	0	0	1	0	0	1	1
320473	Heatr5b	54497	HEATR5B	1	0	0	0	1	0	0	1	0	0	1	1
224826	Ubr2	23304	UBR2	0	0	1	0	1	0	0	1	0	0	0	0
15944	Irgm1	345611	IRGM	0	0	1	0	0	0	0	0	0	0	0	0
94232	Ubqln4	56893	UBQLN4	0	0	0	0	0	0	1	1	0	0	0	0
74351	Ddx23	9416	DDX23	0	0	1	0	0	0	0	0	0	0	0	0
18640	Pfkfb2	5208	PFKFB2	1	0	0	0	0	1	1	1	0	0	0	1
76080	Ttpal	79183	TTPAL	0	0	0	0	0	0	1	1	0	0	0	1
414872	Zyg11b	79699	ZYG11B	1	0	1	0	0	0	0	1	0	0	0	1
240334	Pcyox1l	78991	PCYOX1L	1	0	1	0	1	0	0	1	1	0	1	1
69207	Srsf11	9295	SRSF11	0	0	1	0	0	0	0	0	0	0	0	0
103694	Tmed4	222068	TMED4	1	0	1	0	1	0	0	1	0	0	0	1
19039	Lgals3bp	3959	LGALS3BP	0	0	0	0	0	0	1	0	0	0	0	0
75964	Trappc8	22878	TRAPPC8	1	0	1	0	0	0	0	1	0	0	1	1
320557	Fam169a	26049	FAM169A	0	0	1	0	0	0	0	0	0	0	0	0
234730	Fuk	197258	FUK	0	0	1	0	0	0	0	0	0	0	0	0
60345	Nrip2	83714	NRIP2	1	0	0	0	0	0	0	1	0	0	0	0
69226	Snx24	28966	SNX24	0	0	1	0	0	0	1	0	0	0	0	0
229363	Gmps	8833	GMPS	1	0	1	0	1	1	1	1	1	0	1	1
56280	Mrpl37	51253	MRPL37	1	0	0	0	1	0	0	1	1	0	1	1
24128	Xrn2	22803	XRN2	0	0	1	0	0	0	0	0	0	0	0	0
56422	Hbs1l	10767	HBS1L	1	0	0	0	1	0	1	1	0	0	0	1
18100	Mrpl40	64976	MRPL40	1	0	0	0	1	0	0	1	1	0	0	1
66921	Prpf38b	55119	PRPF38B	0	0	1	0	0	0	0	0	0	0	0	0
319481	Wdr59	79726	WDR59	1	0	0	0	0	0	0	0	0	0	0	0
21969	Top1	7150	TOP1	0	0	1	0	0	0	0	0	0	0	0	0
18637	Pfdn2	5202	PFDN2	0	0	0	0	0	0	1	1	0	0	0	1
17237	Mgrn1	23295	MGRN1	1	0	0	0	1	0	0	1	1	0	0	1
18950	Pnp	4860	PNP	0	0	1	0	1	0	0	0	0	0	0	0
237860	Ssh2	85464	SSH2	1	0	0	0	0	0	0	0	0	0	0	0
56392	Shoc2	8036	SHOC2	0	0	0	0	1	0	1	1	0	0	0	0
269614	Pank4	55229	PANK4	0	0	1	0	1	1	1	1	0	0	1	1
94214	Spock2	9806	SPOCK2	1	0	1	0	1	0	0	1	0	0	0	1
66642	Ctnnbl1	56259	CTNNBL1	0	0	1	0	0	0	0	0	0	0	0	0
12122	Bid	637	BID	0	0	1	0	0	0	0	1	0	0	0	0
102866	Pls3	5358	PLS3	1	0	1	1	1	1	1	1	1	0	1	1
223649	Nrbp2	340371	NRBP2	1	0	0	0	0	0	0	1	0	0	1	0
78935	Saal1	113174	SAAL1	1	0	0	0	0	0	0	0	0	0	0	0
68572	Ict1	3396	ICT1	1	0	0	0	1	0	0	1	0	0	0	1
74764	Klc4	89953	KLC4	1	0	0	0	0	1	0	1	0	0	0	0
65967	Eefsec	60678	EEFSEC	1	0	1	0	1	0	0	1	0	0	0	0
231279	Guf1	60558	GUF1	1	0	0	0	0	0	0	1	0	0	1	1
12539	Cdc37	11140	CDC37	1	0	1	0	1	0	1	1	1	0	1	1
19089	Prkcsh	5589	PRKCSH	1	0	1	0	1	1	1	1	1	0	1	1
229589	Prune	58497	PRUNE	1	0	0	0	1	0	1	1	0	0	1	1
56330	Pdcd5	9141	PDCD5	1	0	0	0	1	0	0	1	0	0	0	1
56070	Tcerg1	10915	TCERG1	0	0	1	0	0	0	0	0	0	0	0	0
74114	Crot	54677	CROT	1	0	0	0	1	0	0	0	0	0	0	0
107045	Lars	51520	LARS	1	0	1	0	1	1	1	1	0	0	0	0
78885	Coro7	79585	CORO7	0	0	1	0	1	1	0	1	0	0	0	1
16329	Inpp1	3628	INPP1	1	0	1	0	1	1	1	1	0	0	1	1
19042	Ppm1a	5494	PPM1A	1	0	0	0	1	1	1	1	0	0	1	1
66701	Spryd4	283377	SPRYD4	1	0	0	0	1	0	0	1	0	0	1	1
99045	Mrps26	64949	MRPS26	1	0	0	0	1	0	0	1	0	0	0	1
14376	Ganab	23193	GANAB	1	0	1	0	1	1	1	1	1	0	1	1
18220	Nucb1	4924	NUCB1	1	0	1	0	1	0	0	1	1	0	1	1
208691	Eif5a2	56648	EIF5A2	0	0	0	0	0	0	1	1	0	0	0	0
60409	Trappc4	51399	TRAPPC4	1	0	0	0	1	0	1	1	0	0	1	1
218210	Nup153	9972	NUP153	0	0	1	0	0	0	0	0	0	0	0	0
19053	Ppp2cb	5516	PPP2CB	1	0	1	0	1	1	0	1	1	0	1	1
68251	Babam1	29086	BABAM1	1	0	0	0	0	0	1	1	0	0	0	1
209318	Gps1	2873	GPS1	0	0	1	0	1	1	1	1	1	0	1	1
13030	Ctsb	1508	CTSB	1	0	1	0	1	0	1	1	1	0	1	1
384569	Nova2	4858	NOVA2	0	0	1	0	0	0	0	0	0	0	0	0
214895	Lman2l	81562	LMAN2L	1	0	1	0	0	0	0	0	0	0	0	0
66569	Gdpd1	284161	GDPD1	1	0	1	0	1	0	0	1	1	0	1	1
66307	Isoc1	51015	ISOC1	0	0	1	0	0	0	0	0	0	0	0	1
18432	Mybbp1a	10514	MYBBP1A	0	0	1	0	1	0	0	0	0	0	0	0
70297	Gcc2	9648	GCC2	1	0	0	0	1	0	0	1	0	0	0	0
12304	Pdia4	9601	PDIA4	1	0	1	0	1	1	1	1	1	0	1	1
106572	Rab31	11031	RAB31	1	0	1	0	1	0	0	1	1	0	0	1
68738	Acss1	84532	ACSS1	0	0	1	0	1	0	1	1	0	0	1	1
66847	Hint3	135114	HINT3	0	0	0	0	0	0	1	1	0	0	1	1
110639	Prps2	5634	PRPS2	0	0	1	0	1	0	0	1	0	0	0	0
110119	Mpi	4351	MPI	1	0	1	0	1	0	1	1	1	0	1	1
17974	Nck2	8440	NCK2	0	0	0	0	1	0	1	1	0	1	0	1
66104	Tceal6	158931	TCEAL6	0	0	0	0	0	0	1	0	0	0	1	0
12492	Scarb2	950	SCARB2	1	0	1	0	1	0	1	1	1	0	0	1
213350	Pddc1	347862	PDDC1	1	0	1	0	1	0	1	1	0	0	0	1
121021	Cspg4	1464	CSPG4	1	0	1	0	1	0	0	1	1	0	0	1
215890	Clvs2	134829	CLVS2	0	0	0	1	0	0	0	1	0	0	0	1
20660	Sorl1	6653	SORL1	1	0	1	0	1	0	0	1	1	0	0	0
64652	Nisch	11188	NISCH	0	0	1	0	1	0	1	1	0	0	0	1
72201	Otud6b	51633	OTUD6B	1	0	1	0	0	0	0	1	0	0	0	1
80750	N4bp1	9683	N4BP1	1	0	0	0	1	0	0	0	0	0	0	0
76501	Commd9	29099	COMMD9	1	0	1	0	0	0	0	1	0	0	0	1
80909	Gatsl2	729438	GATSL2	0	0	0	0	0	0	1	1	0	0	0	1
68215	Fam98b	283742	FAM98B	1	0	1	0	1	0	0	0	0	0	1	0
78894	Aacs	65985	AACS	0	0	1	0	0	0	0	1	0	0	0	0
56016	Hebp2	23593	HEBP2	0	0	0	0	0	0	1	1	0	0	0	0
18518	Igbp1	3476	IGBP1	1	0	0	0	0	0	1	1	0	0	0	1
72726	Tbcc	6903	TBCC	0	0	1	0	0	0	0	1	0	0	1	1
18624	Pepd	5184	PEPD	0	0	1	0	1	0	1	1	0	0	0	1
22215	Ube3a	7337	UBE3A	1	0	1	0	1	0	0	1	0	0	0	1
26394	Lypla2	11313	LYPLA2	0	0	1	1	1	0	1	1	0	0	1	1
